1200,5,6,631,601,300,101
1201,2,5,629,601,300,102
1202,357,5,662,601,301,102
1203,353,6,646,600,302,103
1204,349,5,643,601,301,104
1205,348,5,647,602,301,104
1206,345,4,646,601,300,104
1207,343,3,645,601,301,104
1208,343,2,638,601,300,104
1209,346,1,629,602,300,103
1210,348,2,623,602,301,103
1211,344,1,627,603,300,103
1212,346,2,651,603,301,102
1213,341,3,629,604,301,102
1214,344,4,656,603,302,102
1215,342,5,625,603,303,102
1216,344,6,633,602,304,103
1217,348,7,633,603,305,104
1218,343,7,625,603,304,103
1219,345,6,656,603,304,102
1220,343,5,640,604,305,103
1221,346,6,621,604,304,102
1222,344,5,649,603,304,101
1223,341,5,644,603,304,101
1224,340,6,637,604,303,100
1225,341,6,621,604,303,101
1226,345,5,631,603,303,101
1227,348,4,646,602,302,102
1228,350,3,618,601,301,102
1229,354,4,626,602,300,102
1230,355,3,631,603,301,102
1231,351,2,618,602,300,101
1232,351,2,641,603,299,102
1233,351,2,642,603,300,101
1234,348,1,609,602,299,100
1235,346,2,613,603,300,101
1236,346,1,622,604,299,101
1237,342,1,611,603,298,101
1238,337,2,623,602,298,102
1239,341,1,634,602,298,103
1240,340,1,631,601,298,104
1241,338,1,642,600,297,103
1242,340,1,636,600,296,104
1243,336,2,616,600,297,103
1244,333,2,601,600,296,104
1245,332,2,612,600,297,103
1246,330,1,622,599,298,102
1247,327,0,623,598,299,101
1248,322,0,616,598,300,100
1249,324,1,613,598,301,100
1250,327,0,605,598,300,99
1251,322,1,608,597,301,99
1252,322,0,616,597,300,100
1253,320,1,613,596,301,101
1254,322,1,610,595,301,100
1255,325,2,633,596,301,101
1256,326,2,625,597,300,100
1257,327,3,620,597,301,99
1258,326,3,626,596,302,98
1259,323,4,623,596,303,99
1300,319,5,591,595,303,99
1301,323,5,590,594,304,100
1302,325,4,591,594,303,100
1303,322,3,585,595,303,100
1304,319,4,580,595,304,99
1305,316,3,570,594,304,98
1306,315,2,573,593,303,98
1307,311,2,572,592,304,97
1308,311,3,568,593,304,98
1309,315,2,581,593,303,97
1310,310,2,573,592,304,96
1311,310,2,588,593,304,97
1312,307,1,588,593,304,96
1313,304,0,569,594,304,97
1314,300,0,562,594,305,97
1315,299,0,572,594,306,96
1316,297,0,558,593,306,95
1317,298,0,569,594,307,95
1318,302,1,553,595,308,94
1319,300,0,561,594,308,93
1320,304,1,571,595,309,93
1321,304,0,577,596,308,93
1322,303,1,571,595,307,93
1323,306,0,576,595,306,93
1324,307,1,574,596,306,92
1325,311,0,579,596,307,93
1326,306,1,584,597,307,92
1327,301,0,569,598,308,93
1328,297,1,551,599,307,92
