1200,1,6,655,599,301,100
1201,5,6,667,598,300,101
1202,5,6,636,598,299,100
1203,0,6,647,597,300,101
1204,357,7,640,596,299,102
1205,1,8,630,596,299,101
1206,0,8,649,596,298,102
1207,0,7,648,597,297,102
1208,0,6,630,596,297,103
1209,357,7,644,597,298,104
1210,1,8,656,597,297,104
1211,357,9,628,598,298,104
1212,1,9,651,597,298,103
1213,358,8,621,598,299,103
1214,0,9,622,599,299,104
1215,356,8,650,598,300,104
1216,358,9,634,599,299,105
1217,357,10,651,598,298,104
1218,352,10,631,599,298,104
1219,349,11,653,600,299,104
1220,351,11,617,599,300,105
1221,347,11,653,599,299,104
1222,350,11,633,599,298,105
1223,347,11,618,600,297,106
1224,348,12,633,600,298,107
1225,344,11,636,600,298,107
1226,343,12,638,600,298,107
1227,339,11,627,600,298,108
1228,334,12,617,600,298,108
1229,337,12,631,601,298,107
1230,335,11,632,601,299,108
1231,331,12,612,601,300,109
1232,334,11,623,600,300,110
1233,330,10,608,600,300,109
1234,326,11,628,599,300,109
1235,324,10,646,598,300,108
1236,324,11,615,597,301,108
1237,322,10,619,596,300,109
1238,326,11,616,596,301,110
1239,322,12,617,595,301,111
1240,320,12,641,596,301,110
1241,319,11,640,596,301,111
1242,317,11,605,595,301,111
1243,316,10,624,596,300,110
1244,320,11,609,596,300,109
1245,317,12,604,596,300,108
1246,319,11,629,597,301,108
1247,317,10,610,596,302,108
1248,321,11,631,596,302,109
1249,317,11,614,595,302,110
1250,321,10,607,596,301,109
1251,322,11,604,597,301,110
1252,323,12,596,597,300,111
1253,321,13,604,597,299,112
1254,325,13,623,596,299,111
1255,326,12,633,596,300,111
1256,329,13,597,596,300,110
1257,325,12,618,596,300,111
1258,328,13,600,597,299,110
1259,324,14,626,597,299,111
1300,328,14,589,597,298,112
1301,327,14,570,598,299,111
1302,329,13,585,599,299,112
1303,326,14,589,600,300,113
1304,330,15,583,601,300,113
1305,332,14,582,601,300,112
1306,328,14,587,602,301,111
1307,325,14,578,601,301,110
1308,326,15,587,601,301,109
1309,321,16,595,601,301,110
1310,320,15,578,600,300,111
1311,319,15,571,601,301,110
1312,316,15,558,600,301,109
1313,318,16,581,601,301,110
1314,313,17,569,601,302,111
1315,317,16,578,602,301,112
1316,312,16,556,601,302,112
1317,311,17,567,602,302,111
1318,311,17,584,602,303,110
1319,310,17,556,603,304,109
1320,309,16,558,603,305,110
1321,305,16,560,604,305,111
1322,300,17,582,605,305,111
1323,299,16,560,605,306,111
1324,297,15,588,605,307,110
1325,294,14,583,605,306,109
1326,296,14,577,604,307,110
1327,292,15,561,605,306,111
1328,292,15,547,604,305,111
1329,294,15,568,603,306,110
1330,298,14,560,604,307,109
1331,296,14,551,604,307,110
1332,297,15,552,604,307,109
1333,301,14,565,603,308,109
1334,304,14,576,603,309,109
1335,301,15,547,602,310,109
1336,300,16,549,601,310,108
1337,302,15,551,601,311,107
1338,302,15,572,601,312,106
1339,302,15,553,602,311,105
1340,301,14,568,603,310,104
1341,304,13,571,603,309,105
1342,304,14,572,602,310,106
1343,300,14,547,602,311,106
1344,304,13,543,602,311,107
1345,300,12,565,601,311,108
1346,303,12,559,602,312,109
1347,299,13,573,601,311,108
1348,303,13,543,601,312,108
1349,299,13,545,602,312,107
1350,303,12,538,602,311,108
1351,300,11,548,603,312,107
1352,299,12,545,604,311,107
1353,295,11,534,605,311,106
1354,298,12,560,606,312,105
1355,302,12,543,607,311,104
1356,298,13,555,608,312,103
1357,299,12,547,607,312,104
1358,300,11,560,608,311,104
1359,304,10,542,607,311,104
1400,304,10,527,608,312,103
1401,301,9,530,608,312,102
1402,301,8,540,608,312,102
1403,297,8,512,609,311,102
1404,296,8,532,608,310,101
1405,295,8,536,609,311,101
1406,296,9,517,610,310,102
1407,300,10,526,609,311,103
1408,298,10,518,608,311,104
1409,297,9,538,609,311,104
1410,301,8,504,609,312,103
1411,303,7,503,609,311,102
1412,303,8,508,608,312,102
1413,298,8,530,609,312,102
1414,293,9,499,609,312,102
1415,288,10,528,610,313,103
1416,287,11,525,610,314,103
1417,289,10,513,610,315,103
1418,284,9,528,611,315,104
1419,287,10,521,612,316,105
1420,283,10,522,613,315,104
1421,278,9,515,613,314,105
1422,274,10,506,614,314,105
1423,269,11,497,613,313,105
1424,271,12,496,613,314,104
1425,274,12,511,612,315,104
1426,269,12,500,612,316,104
1427,265,11,519,612,315,103
1428,269,10,516,613,314,102
1429,266,9,492,614,314,102
1430,265,10,527,613,315,103
1431,265,9,497,612,316,102
1432,267,9,510,611,315,101
1433,262,9,502,610,314,102
1434,261,9,497,610,315,101
1435,261,9,511,610,316,100
1436,263,9,511,611,315,100
1437,260,8,512,611,316,99
1438,256,7,511,610,315,100
1439,253,8,484,611,316,99
1440,253,8,515,612,315,99
1441,253,9,496,612,316,99
1442,257,9,507,613,315,98
1443,256,8,511,613,315,97
1444,252,7,519,614,316,98
1445,253,6,511,613,315,98
1446,256,7,487,613,314,99
1447,257,8,497,614,314,100
1448,252,9,508,615,313,101
1449,249,9,510,614,313,101
1450,244,8,497,614,314,101
1451,244,9,502,613,314,100
1452,243,10,500,614,313,99
1453,243,11,490,615,314,99
1454,241,11,510,614,315,99
1455,238,11,498,614,315,98
1456,237,11,482,613,315,97
1457,236,11,506,613,316,98
1458,239,11,497,614,317,98
1459,238,10,501,615,316,99
1500,239,11,456,614,316,100
1501,238,12,489,615,317,99
1502,237,12,462,615,317,99
1503,240,11,461,615,316,99
1504,238,11,476,615,316,99
1505,236,12,465,614,315,100
1506,239,12,476,613,314,101
1507,239,13,461,612,314,100
1508,243,12,469,612,314,101
1509,239,12,467,613,313,100
1510,239,12,482,614,314,99
1511,235,12,452,613,313,99
1512,230,12,455,613,313,99
1513,226,11,485,613,312,99
1514,226,10,454,613,312,98
1515,225,11,459,612,312,98
1516,229,10,447,611,311,99
1517,224,11,455,611,310,100
1518,224,12,462,612,311,100
1519,219,13,475,613,310,100
1520,220,12,470,614,309,101
1521,222,13,443,613,310,101
1522,223,14,474,614,310,102
1523,225,15,471,613,310,101
1524,221,14,451,614,309,101
1525,220,14,478,614,309,101
1526,216,13,469,614,309,101
1527,215,13,469,613,308,102
1528,211,14,469,613,309,101
1529,215,15,453,614,309,100
1530,219,16,461,613,310,99
1531,219,16,466,613,310,100
1532,220,16,472,614,309,100
1533,215,16,440,614,309,101
1534,212,15,447,614,309,100
1535,210,15,474,614,309,100
1536,212,14,450,615,309,99
1537,213,13,443,616,308,99
1538,209,13,461,617,307,99
1539,209,13,439,617,308,99
1540,208,12,439,617,308,98
1541,207,12,473,616,307,98
1542,209,13,472,617,308,98
1543,213,14,453,617,308,97
1544,216,13,444,618,308,97
1545,213,13,464,619,307,97
1546,214,12,454,619,308,97
1547,215,11,436,620,308,98
1548,217,11,435,621,307,98
1549,214,11,458,622,308,99
1550,216,11,462,622,308,99
1551,219,11,454,623,309,99
1552,220,12,437,624,309,99
1553,223,13,462,624,310,99
1554,219,12,456,625,310,98
1555,218,13,429,625,309,98
1556,214,13,454,624,308,99
1557,216,12,442,624,307,98
1558,213,12,438,623,306,97
1559,209,13,456,623,306,98
1600,204,12,425,624,305,99
1601,203,12,439,625,305,99
1602,202,11,415,625,304,100
1603,206,11,446,626,303,99
1604,204,12,417,627,304,100
1605,203,13,440,628,305,101
1606,200,12,448,629,306,102
1607,199,12,445,630,306,101
1608,202,11,446,629,306,100
1609,200,12,426,629,305,100
1610,196,13,449,629,305,100
1611,198,14,426,629,306,101
1612,193,15,444,628,305,101
1613,192,16,424,627,306,101
1614,194,17,438,628,306,100
1615,189,16,420,627,307,99
1616,193,17,430,626,307,98
1617,195,18,442,626,306,98
1618,195,18,410,627,307,98
1619,194,18,432,626,307,98
1620,194,19,433,627,308,97
1621,195,19,437,626,307,97
1622,193,20,438,627,307,98
1623,189,20,416,627,306,99
1624,193,19,437,628,307,100
1625,197,20,431,627,308,100
1626,197,19,442,627,307,99
1627,195,20,424,626,306,100
1628,196,20,443,625,307,100
1629,191,21,418,624,306,99
1630,192,21,416,623,305,100
1631,196,22,427,623,306,99
1632,198,21,424,623,306,98
1633,200,20,412,624,306,97
1634,199,19,428,625,306,96
1635,202,19,425,626,305,96
1636,206,19,409,625,306,95
1637,205,18,423,624,305,96
1638,205,18,407,625,304,96
1639,203,19,428,626,303,95
1640,198,20,438,626,304,96
1641,199,20,435,625,304,97
1642,195,20,407,624,305,97
1643,196,20,400,624,305,97
1644,198,20,432,623,304,98
1645,194,21,414,624,303,99
1646,198,22,409,625,303,98
1647,201,22,408,624,303,99
1648,203,22,419,623,304,100
1649,202,22,436,623,305,99
1650,197,23,432,622,306,99
1651,192,24,404,622,306,100
1652,192,24,413,623,306,101
1653,195,23,416,624,306,102
1654,195,22,428,624,305,101
1655,196,22,422,624,306,100
1656,195,21,422,623,306,99
1657,194,22,418,624,305,100
1658,189,23,405,625,306,100
1659,187,22,424,626,306,101
1700,188,22,414,626,306,102
1701,189,21,415,627,306,103
1702,185,22,397,628,306,104
1703,188,22,425,628,306,103
1704,191,23,395,627,307,104
1705,194,23,421,626,307,104
1706,194,22,426,626,307,104
1707,190,21,398,626,307,103
1708,193,20,410,627,307,104
1709,189,19,421,626,307,104
1710,189,19,387,627,306,104
1711,190,18,393,627,306,105
1712,188,19,393,626,305,106
1713,190,19,392,625,304,107
1714,191,20,416,624,303,107
1715,189,21,399,624,304,108
1716,192,22,389,624,303,108
1717,191,22,410,625,304,108
1718,192,22,418,626,303,107
1719,190,22,418,627,304,106
1720,191,22,397,626,305,107
1721,193,21,411,625,305,107
1722,196,22,385,626,305,106
1723,193,22,395,625,306,106
1724,191,22,418,624,307,105
1725,187,23,385,625,307,104
1726,183,23,400,624,308,103
1727,180,24,394,624,307,103
1728,177,0,421,625,308,103
1729,173,0,393,626,309,102
1730,176,0,403,625,310,101
1731,180,1,405,626,311,101
1732,178,0,419,625,312,101
1733,178,1,395,625,313,101
1734,173,1,418,625,312,101
1735,170,2,414,624,311,101
1736,165,3,404,625,312,100
1737,160,2,386,625,311,100
1738,158,2,405,626,310,101
1739,158,1,414,626,310,101
1740,155,1,412,625,311,102
1741,151,1,410,626,311,102
1742,150,2,383,625,312,102
1743,152,1,396,626,311,103
1744,152,0,418,625,311,102
1745,151,0,384,624,311,103
1746,153,1,387,623,311,102
1747,155,1,407,623,311,101
1748,152,1,417,622,310,100
1749,151,0,407,622,311,101
1750,155,0,403,623,311,101
1751,153,1,385,623,312,100
1752,153,1,420,622,313,100
1753,157,1,413,623,312,99
1754,160,2,403,623,312,100
1755,161,3,418,624,312,99
1756,164,3,385,624,312,99
1757,168,2,411,625,312,99
1758,172,1,403,626,312,98
1759,171,1,388,626,312,99
1800,174,2,407,626,313,100
1801,176,3,418,627,314,101
1802,174,2,402,627,315,100
1803,174,2,409,627,314,100
1804,178,1,392,626,314,100
1805,178,0,407,627,315,99
1806,178,1,414,626,315,100
1807,182,0,415,627,314,101
1808,186,1,385,628,313,100
1809,184,1,409,629,313,101
1810,179,1,400,628,312,102
1811,174,0,389,629,312,103
1812,169,0,382,629,313,102
1813,170,1,391,630,312,103
1814,173,1,409,631,313,102
1815,175,0,381,631,313,103
1816,173,1,391,632,313,103
1817,168,2,396,633,312,104
1818,163,1,400,634,313,104
1819,160,1,384,635,312,105
1820,159,0,407,635,313,105
1821,156,1,411,634,313,106
1822,154,2,409,633,314,106
1823,156,1,398,634,314,106
1824,152,2,407,635,314,107
1825,151,1,411,634,315,107
1826,148,0,392,635,315,106
1827,144,1,387,636,315,105
1828,141,2,384,635,315,105
1829,142,3,404,635,316,106
1830,142,4,404,634,315,106
1831,139,5,411,635,315,107
1832,142,5,399,634,316,107
1833,143,5,400,635,317,106
1834,144,4,390,635,317,107
